,Epoch,Iteration,Accuracy,Top3,Prediction,Target
0,0,222.0,0.0,0.25,[0 4 5 6 4 7 6 0],"tensor([2, 2, 2, 2, 2, 2, 2, 2])"
0,0,223.0,0.125,0.5,[9 5 4 0 7 3 2 0],"tensor([8, 0, 8, 0, 3, 0, 0, 3])"
0,0,224.0,0.25,0.875,[8 2 2 3 0 4 2 6],"tensor([1, 0, 2, 0, 6, 8, 2, 8])"
0,0,225.0,0.25,0.75,[7 1 2 6 0 6 9 4],"tensor([6, 1, 2, 2, 6, 8, 8, 8])"
0,0,226.0,0.125,0.625,[6 3 0 6 3 4 8 1],"tensor([8, 2, 3, 2, 2, 8, 2, 1])"
0,0,227.0,0.125,0.5,[9 3 5 6 8 2 4 4],"tensor([2, 6, 3, 8, 8, 8, 7, 8])"
0,0,228.0,0.25,0.375,[5 0 7 9 7 9 6 2],"tensor([0, 6, 9, 6, 7, 8, 8, 2])"
0,0,229.0,0.625,0.625,[7 7 7 8 9 9 2 9],"tensor([4, 7, 7, 1, 9, 7, 2, 9])"
0,0,230.0,0.125,0.125,[9 3 1 0 8 9 5 7],"tensor([6, 4, 1, 4, 4, 4, 4, 4])"
0,0,231.0,0.125,0.25,[9 6 5 7 2 6 0 8],"tensor([5, 5, 5, 5, 5, 5, 5, 5])"
0,0,232.0,0.125,0.125,[7 7 8 9 0 6 5 8],"tensor([5, 5, 5, 5, 5, 5, 5, 5])"
0,0,233.0,0.5,0.75,[0 5 2 1 9 0 4 5],"tensor([5, 5, 2, 1, 5, 5, 5, 5])"
0,0,234.0,0.25,0.625,[1 6 3 8 0 5 2 0],"tensor([1, 8, 2, 2, 2, 2, 2, 2])"
0,0,235.0,0.0,0.0,[6 4 3 9 8 4 9 7],"tensor([2, 2, 2, 2, 2, 2, 2, 2])"
0,0,236.0,0.125,0.5,[9 6 0 8 7 0 7 4],"tensor([2, 2, 2, 2, 3, 2, 7, 2])"
0,0,237.0,0.125,0.125,[9 3 9 6 1 9 0 6],"tensor([8, 8, 8, 8, 1, 8, 8, 8])"
0,0,238.0,0.375,0.75,[2 5 9 2 3 9 1 6],"tensor([8, 5, 8, 8, 3, 5, 1, 8])"
0,0,239.0,0.125,0.25,[8 4 5 9 3 8 0 1],"tensor([5, 1, 2, 5, 2, 5, 5, 1])"
0,0,240.0,0.375,0.5,[3 1 2 6 9 5 4 5],"tensor([5, 1, 5, 6, 5, 5, 0, 0])"
0,0,241.0,0.125,0.375,[0 8 3 7 8 2 5 4],"tensor([3, 3, 3, 3, 3, 3, 3, 3])"
0,0,242.0,0.0,0.375,[7 8 1 8 8 1 6 1],"tensor([3, 3, 3, 3, 3, 3, 3, 3])"
0,0,243.0,0.0,0.125,[9 4 7 8 0 8 5 5],"tensor([3, 3, 3, 3, 3, 3, 3, 3])"
0,0,244.0,0.125,0.625,[4 6 4 5 6 3 2 8],"tensor([8, 8, 9, 8, 8, 8, 8, 8])"
0,0,245.0,0.375,0.625,[2 4 2 1 6 9 5 9],"tensor([5, 5, 5, 1, 6, 5, 5, 5])"
0,0,246.0,0.625,0.75,[1 0 7 1 5 9 6 6],"tensor([1, 6, 7, 1, 5, 5, 6, 5])"
0,0,247.0,0.25,0.625,[6 0 7 4 8 1 9 9],"tensor([5, 3, 7, 4, 5, 2, 8, 5])"
0,0,248.0,0.375,0.625,[6 3 0 8 3 2 1 6],"tensor([6, 6, 2, 2, 2, 2, 1, 2])"
0,0,249.0,0.125,0.375,[7 9 2 6 8 6 6 3],"tensor([2, 2, 2, 2, 2, 2, 2, 2])"
0,0,250.0,0.25,0.625,[7 2 7 0 9 1 1 6],"tensor([2, 2, 2, 2, 2, 1, 2, 2])"
0,0,251.0,0.25,0.25,[8 5 3 1 1 3 4 8],"tensor([2, 2, 2, 1, 1, 2, 2, 2])"
0,0,252.0,0.5,0.75,[8 2 0 0 8 4 3 0],"tensor([2, 2, 2, 2, 2, 4, 3, 0])"
0,0,253.0,0.375,0.625,[7 4 1 7 9 0 8 9],"tensor([7, 9, 1, 8, 8, 8, 8, 3])"
0,0,254.0,0.375,0.75,[0 2 7 1 7 0 6 6],"tensor([8, 6, 5, 1, 7, 5, 6, 8])"
0,0,255.0,0.125,0.375,[3 7 7 5 3 5 4 6],"tensor([6, 8, 7, 6, 8, 8, 6, 4])"
0,0,256.0,0.375,0.625,[9 9 0 7 1 9 4 6],"tensor([6, 5, 0, 5, 1, 8, 6, 6])"
0,0,257.0,0.25,0.5,[4 8 4 1 8 2 6 6],"tensor([6, 6, 6, 6, 6, 6, 6, 6])"
0,0,258.0,0.625,0.625,[6 6 8 7 6 7 3 1],"tensor([6, 6, 6, 7, 6, 6, 6, 1])"
0,0,259.0,0.375,1.0,[7 1 9 2 7 2 1 0],"tensor([6, 1, 6, 6, 7, 6, 1, 6])"
0,0,260.0,0.0,0.375,[2 5 4 0 4 8 9 9],"tensor([6, 6, 6, 6, 6, 1, 6, 6])"
0,0,261.0,0.5,0.625,[7 9 6 1 6 0 3 9],"tensor([7, 6, 6, 1, 6, 2, 6, 6])"
0,0,262.0,0.375,0.5,[7 9 1 1 0 5 3 3],"tensor([7, 6, 1, 1, 6, 3, 6, 8])"
0,0,263.0,0.25,0.5,[4 9 0 2 7 8 1 8],"tensor([6, 6, 6, 4, 7, 6, 1, 6])"
0,0,264.0,0.5,0.75,[6 8 0 7 2 4 5 9],"tensor([6, 8, 0, 5, 3, 4, 8, 6])"
0,0,265.0,0.25,0.5,[4 9 2 2 0 4 4 6],"tensor([8, 5, 2, 2, 2, 2, 2, 2])"
0,0,266.0,0.375,0.625,[0 9 8 1 2 1 6 9],"tensor([2, 2, 2, 1, 2, 1, 2, 2])"
0,0,267.0,0.625,0.625,[2 2 6 1 3 2 4 8],"tensor([2, 2, 2, 1, 2, 2, 4, 2])"
0,0,268.0,0.0,0.625,[9 9 4 0 0 8 9 0],"tensor([2, 2, 2, 2, 2, 2, 2, 2])"
0,0,269.0,0.5,0.5,[1 8 5 5 1 1 2 9],"tensor([1, 2, 2, 2, 1, 1, 2, 2])"
0,0,270.0,0.375,0.625,[0 5 1 3 5 1 9 4],"tensor([2, 2, 1, 4, 4, 1, 4, 4])"
0,0,271.0,0.0,0.5,[6 9 3 3 2 2 7 6],"tensor([4, 4, 4, 4, 4, 4, 4, 4])"
0,0,272.0,0.125,0.375,[6 3 2 1 5 2 5 7],"tensor([4, 4, 4, 1, 4, 4, 4, 4])"
0,0,273.0,0.125,0.625,[0 2 0 2 0 9 8 5],"tensor([3, 3, 3, 3, 3, 9, 2, 3])"
0,0,274.0,0.125,0.375,[7 3 3 4 7 4 3 6],"tensor([8, 2, 2, 6, 7, 6, 6, 2])"
0,0,275.0,0.125,0.5,[6 7 5 4 1 4 2 2],"tensor([3, 3, 3, 8, 1, 3, 3, 3])"
0,0,276.0,0.25,0.625,[1 7 3 7 0 4 4 0],"tensor([6, 7, 7, 7, 7, 7, 7, 7])"
0,0,277.0,0.0,0.125,[8 3 8 8 0 6 8 1],"tensor([7, 7, 7, 7, 7, 7, 7, 7])"
0,0,278.0,0.25,0.375,[9 5 3 1 8 6 3 3],"tensor([9, 0, 0, 0, 0, 0, 3, 0])"
0,0,279.0,0.25,0.5,[1 5 6 8 9 9 3 6],"tensor([1, 3, 3, 3, 3, 3, 3, 1])"
0,0,280.0,0.625,0.875,[4 1 8 7 1 2 2 9],"tensor([4, 1, 1, 7, 1, 3, 3, 9])"
0,0,281.0,0.25,0.75,[9 3 0 4 2 7 3 4],"tensor([8, 2, 6, 9, 3, 7, 3, 8])"
0,0,282.0,0.25,0.5,[4 3 0 3 1 4 1 3],"tensor([3, 7, 7, 7, 1, 7, 1, 7])"
0,0,283.0,0.25,0.25,[9 9 1 0 1 0 7 7],"tensor([3, 3, 1, 3, 1, 3, 3, 3])"
0,0,284.0,0.25,0.625,[7 2 4 0 1 3 0 3],"tensor([9, 0, 0, 0, 0, 0, 0, 0])"
0,0,285.0,0.5,0.75,[0 2 4 7 2 7 4 1],"tensor([0, 0, 0, 7, 0, 7, 0, 1])"
0,0,286.0,0.875,1.0,[0 4 6 1 1 1 7 4],"tensor([0, 4, 6, 1, 1, 1, 7, 9])"
0,0,287.0,0.25,0.25,[1 7 3 8 8 9 4 5],"tensor([1, 1, 6, 0, 6, 6, 0, 5])"
0,0,288.0,0.0,0.375,[9 8 0 8 4 7 9 7],"tensor([6, 6, 2, 6, 0, 8, 6, 9])"
0,0,289.0,0.5,0.625,[8 2 0 1 1 8 5 1],"tensor([3, 2, 6, 1, 1, 0, 2, 1])"
0,0,290.0,0.375,0.625,[3 7 5 3 3 4 1 5],"tensor([6, 7, 6, 5, 1, 4, 1, 0])"
0,0,291.0,0.25,0.375,[9 3 8 8 4 3 7 0],"tensor([8, 3, 3, 2, 9, 3, 8, 8])"
0,0,292.0,0.125,0.5,[0 4 0 3 9 4 7 3],"tensor([3, 9, 6, 0, 6, 9, 7, 0])"
0,0,293.0,0.25,0.25,[3 0 1 5 9 5 0 0],"tensor([3, 3, 1, 3, 3, 3, 3, 3])"
0,0,294.0,0.125,0.5,[2 9 7 1 9 1 2 6],"tensor([3, 3, 3, 3, 3, 1, 3, 3])"
0,0,295.0,0.375,0.5,[6 1 6 0 1 1 4 0],"tensor([3, 1, 3, 3, 1, 1, 3, 3])"
0,0,296.0,0.5,0.875,[2 4 1 7 0 1 1 0],"tensor([0, 0, 0, 7, 0, 1, 1, 6])"
0,0,297.0,0.125,0.25,[3 9 7 7 3 4 3 3],"tensor([6, 9, 8, 9, 6, 9, 0, 8])"
0,0,298.0,0.375,0.5,[1 6 2 1 9 6 6 7],"tensor([1, 0, 0, 1, 9, 0, 0, 1])"
0,0,299.0,0.125,0.375,[2 4 7 7 6 0 0 5],"tensor([6, 8, 9, 7, 8, 5, 2, 3])"
0,0,300.0,0.375,0.375,[8 2 5 1 6 9 6 5],"tensor([2, 2, 0, 1, 2, 9, 2, 2])"
0,0,301.0,0.0,0.375,[9 4 8 9 0 7 4 7],"tensor([6, 6, 6, 6, 6, 6, 6, 6])"
0,0,302.0,0.125,0.75,[9 2 8 9 2 2 0 2],"tensor([8, 8, 8, 8, 8, 8, 8, 8])"
0,0,303.0,0.125,0.375,[3 7 3 4 7 7 1 3],"tensor([8, 9, 8, 8, 8, 8, 1, 8])"
0,0,304.0,0.125,0.375,[0 1 6 0 7 3 5 4],"tensor([8, 1, 8, 8, 8, 8, 8, 8])"
0,0,305.0,0.25,0.375,[0 4 8 9 9 5 8 5],"tensor([0, 9, 6, 9, 0, 6, 2, 6])"
0,0,306.0,0.75,0.875,[9 8 7 3 1 1 3 0],"tensor([9, 3, 7, 3, 1, 1, 3, 2])"
0,0,307.0,0.125,0.25,[8 9 1 7 6 2 9 7],"tensor([3, 3, 1, 3, 3, 3, 3, 3])"
0,0,308.0,0.375,0.375,[4 3 4 6 4 6 3 1],"tensor([3, 3, 3, 3, 3, 3, 3, 1])"
0,0,309.0,0.375,0.625,[2 8 9 4 3 3 3 2],"tensor([3, 3, 3, 3, 3, 3, 3, 3])"
0,0,310.0,0.0,0.375,[6 0 7 2 4 8 6 9],"tensor([3, 3, 1, 3, 8, 3, 3, 3])"
0,0,311.0,0.125,0.25,[8 3 6 6 5 9 4 3],"tensor([3, 3, 3, 3, 3, 3, 3, 6])"
0,0,312.0,0.5,0.75,[3 4 7 0 6 8 3 4],"tensor([3, 4, 9, 6, 3, 8, 3, 8])"
0,0,313.0,0.5,0.625,[8 5 1 9 4 3 7 2],"tensor([0, 2, 1, 9, 3, 2, 7, 2])"
0,0,314.0,0.125,0.625,[5 1 3 4 4 2 4 0],"tensor([9, 1, 6, 8, 8, 3, 8, 2])"
0,0,315.0,0.75,0.75,[3 0 6 1 8 9 3 5],"tensor([3, 8, 5, 1, 8, 9, 3, 5])"
0,0,316.0,0.375,0.75,[0 1 2 6 4 0 1 2],"tensor([5, 1, 6, 2, 9, 2, 1, 2])"
0,0,317.0,0.375,0.375,[1 3 1 4 0 6 9 5],"tensor([1, 6, 1, 6, 6, 6, 6, 6])"
0,0,318.0,0.25,0.625,[2 0 2 7 2 6 1 8],"tensor([0, 0, 0, 0, 0, 0, 1, 0])"
0,0,319.0,0.625,0.625,[6 3 0 7 0 9 6 4],"tensor([0, 0, 0, 7, 0, 9, 0, 4])"
0,0,320.0,0.125,0.25,[5 4 8 6 5 3 4 4],"tensor([6, 5, 0, 6, 6, 6, 6, 6])"
0,0,321.0,0.0,0.375,[1 6 0 2 4 6 7 2],"tensor([3, 3, 3, 3, 3, 3, 3, 3])"
0,0,322.0,0.0,0.25,[4 4 0 3 9 2 8 0],"tensor([6, 6, 6, 6, 6, 6, 6, 6])"
0,0,323.0,0.5,0.875,[2 0 1 3 9 6 1 6],"tensor([3, 3, 1, 3, 3, 6, 3, 6])"
0,0,324.0,0.375,0.625,[9 4 8 5 3 1 0 0],"tensor([9, 9, 6, 3, 3, 1, 6, 3])"
0,0,325.0,0.25,0.625,[6 2 7 9 8 6 1 8],"tensor([6, 6, 3, 6, 6, 0, 1, 6])"
0,0,326.0,0.125,0.5,[8 7 8 1 1 6 9 3],"tensor([6, 6, 6, 6, 6, 6, 6, 6])"
0,0,327.0,0.0,0.25,[4 2 5 4 1 4 0 5],"tensor([6, 6, 6, 6, 6, 6, 6, 6])"
0,0,328.0,0.25,0.375,[6 2 0 4 3 6 8 2],"tensor([6, 6, 6, 6, 6, 6, 6, 6])"
0,0,329.0,0.375,0.75,[7 8 7 8 1 1 3 2],"tensor([6, 6, 6, 6, 1, 1, 3, 6])"
0,0,330.0,0.5,0.5,[2 8 8 6 7 6 8 2],"tensor([8, 6, 8, 6, 7, 8, 6, 2])"
0,0,331.0,0.5,0.75,[6 8 9 4 2 2 4 0],"tensor([6, 8, 3, 6, 6, 2, 4, 2])"
0,0,332.0,0.25,0.5,[7 5 7 5 9 5 7 0],"tensor([3, 8, 5, 5, 9, 2, 8, 2])"
0,0,333.0,0.0,0.375,[2 6 6 2 6 5 6 1],"tensor([0, 0, 0, 0, 0, 0, 0, 0])"
0,0,334.0,0.5,0.75,[3 2 2 1 0 1 6 7],"tensor([2, 2, 2, 1, 2, 2, 2, 7])"
0,0,335.0,0.125,0.25,[7 3 1 6 4 6 5 3],"tensor([2, 2, 1, 2, 2, 2, 2, 2])"
0,0,336.0,0.0,0.75,[5 1 2 0 4 9 3 2],"tensor([6, 6, 6, 6, 9, 6, 6, 6])"
0,0,337.0,0.375,0.5,[1 7 1 0 7 7 5 4],"tensor([1, 7, 2, 2, 3, 7, 8, 8])"
0,0,338.0,0.125,0.375,[3 3 8 9 0 3 9 7],"tensor([6, 6, 6, 1, 5, 6, 7, 7])"
0,0,339.0,0.25,0.375,[8 7 2 3 6 9 3 4],"tensor([9, 8, 2, 6, 6, 6, 0, 0])"
0,0,340.0,0.125,0.125,[1 6 5 8 9 8 5 0],"tensor([1, 3, 3, 3, 3, 3, 3, 3])"
0,0,341.0,0.25,0.5,[2 5 8 1 3 5 9 0],"tensor([5, 0, 0, 1, 0, 0, 0, 0])"
0,0,342.0,0.125,0.25,[0 9 1 8 9 3 7 4],"tensor([6, 0, 1, 1, 8, 6, 9, 9])"
0,0,343.0,0.125,0.25,[4 1 4 8 2 0 0 0],"tensor([0, 1, 0, 6, 3, 3, 3, 3])"
0,0,344.0,0.125,0.375,[8 1 3 5 2 7 6 0],"tensor([6, 0, 0, 0, 0, 0, 0, 0])"
0,0,345.0,0.375,0.625,[2 1 7 7 3 9 4 0],"tensor([0, 1, 7, 7, 0, 0, 5, 6])"
0,0,346.0,0.25,0.625,[0 4 8 4 4 9 2 9],"tensor([3, 4, 3, 0, 3, 3, 3, 9])"
0,0,347.0,0.125,0.5,[5 4 0 0 7 0 3 1],"tensor([0, 9, 6, 6, 0, 6, 6, 1])"
0,0,348.0,0.25,0.625,[0 9 1 7 3 6 8 2],"tensor([6, 6, 1, 9, 5, 8, 8, 6])"
0,0,349.0,0.25,0.625,[7 8 2 2 6 9 0 8],"tensor([0, 3, 0, 2, 6, 6, 6, 6])"
0,0,350.0,0.25,0.375,[9 0 1 6 7 8 7 5],"tensor([9, 6, 1, 0, 9, 6, 9, 0])"
0,0,351.0,0.0,0.25,[3 4 2 6 9 9 2 7],"tensor([0, 0, 0, 0, 0, 0, 0, 0])"
0,0,352.0,0.125,0.5,[1 7 6 9 6 4 3 3],"tensor([7, 7, 7, 7, 7, 7, 7, 7])"
0,0,353.0,0.125,0.375,[4 6 6 2 3 1 3 4],"tensor([9, 9, 9, 9, 9, 1, 9, 9])"
0,0,354.0,0.5,0.75,[1 6 0 4 9 2 2 5],"tensor([1, 6, 6, 5, 3, 2, 2, 2])"
0,0,355.0,0.125,0.25,[3 7 2 4 3 0 6 5],"tensor([2, 2, 2, 2, 2, 2, 2, 2])"
0,0,356.0,0.125,0.25,[4 1 6 5 7 3 3 6],"tensor([2, 1, 2, 2, 2, 2, 2, 2])"
0,0,357.0,0.125,0.5,[2 9 3 9 0 1 1 2],"tensor([5, 5, 5, 5, 5, 5, 1, 5])"
0,0,358.0,0.125,0.375,[8 9 6 8 0 9 0 1],"tensor([2, 2, 2, 2, 6, 2, 2, 1])"
0,0,359.0,0.125,0.25,[8 2 1 7 6 5 4 4],"tensor([2, 6, 1, 2, 2, 2, 9, 9])"
0,0,360.0,0.375,0.625,[8 3 6 9 5 1 1 3],"tensor([5, 5, 5, 9, 6, 1, 1, 5])"
0,0,361.0,0.625,0.75,[2 2 7 6 6 2 8 2],"tensor([8, 2, 7, 6, 2, 2, 2, 2])"
0,0,362.0,0.0,0.125,[9 4 6 3 9 4 4 4],"tensor([8, 8, 8, 8, 8, 8, 8, 8])"
0,0,363.0,0.125,0.25,[6 1 6 7 5 0 8 5],"tensor([3, 1, 3, 3, 3, 3, 3, 3])"
0,0,364.0,0.125,0.375,[8 4 7 0 9 3 5 6],"tensor([6, 6, 6, 6, 6, 6, 6, 6])"
0,0,365.0,0.25,0.625,[7 2 5 0 3 5 7 1],"tensor([7, 6, 6, 6, 6, 6, 6, 1])"
0,0,366.0,0.625,0.625,[6 9 9 0 1 1 1 3],"tensor([3, 9, 1, 6, 1, 1, 1, 3])"
0,0,367.0,0.25,0.375,[6 1 8 8 7 6 4 8],"tensor([3, 1, 2, 3, 7, 3, 9, 3])"
0,0,368.0,0.375,0.375,[2 4 7 6 3 8 8 7],"tensor([2, 4, 6, 6, 6, 6, 3, 0])"
0,0,369.0,0.75,1.0,[1 4 1 6 6 8 1 3],"tensor([1, 9, 1, 6, 6, 3, 1, 3])"
0,0,370.0,0.375,0.375,[7 7 0 2 6 7 7 1],"tensor([7, 8, 3, 2, 4, 8, 6, 1])"
0,0,371.0,0.25,0.5,[5 1 4 7 7 6 6 6],"tensor([9, 1, 9, 6, 7, 4, 0, 4])"
0,0,372.0,0.375,0.5,[0 7 7 7 9 8 9 8],"tensor([2, 8, 7, 7, 6, 6, 9, 6])"
0,0,373.0,0.25,0.75,[3 7 2 6 1 6 6 6],"tensor([1, 8, 2, 0, 1, 4, 4, 8])"
0,0,374.0,0.375,0.625,[1 1 0 5 4 5 3 5],"tensor([1, 1, 2, 6, 4, 8, 5, 3])"
0,0,375.0,0.125,0.125,[8 7 7 5 7 8 7 8],"tensor([6, 9, 9, 8, 3, 8, 9, 2])"
0,0,376.0,0.375,0.5,[2 1 6 6 5 5 2 4],"tensor([2, 1, 2, 2, 2, 2, 2, 2])"
0,0,377.0,0.5,0.5,[1 2 2 6 3 4 1 9],"tensor([1, 2, 2, 2, 2, 2, 1, 2])"
0,0,378.0,0.125,0.5,[9 5 8 9 5 5 1 1],"tensor([2, 2, 2, 2, 2, 2, 2, 1])"
0,0,379.0,0.0,0.625,[7 3 6 0 7 0 0 8],"tensor([2, 2, 2, 2, 2, 2, 2, 2])"
0,0,380.0,0.375,0.5,[9 7 8 8 2 7 0 9],"tensor([9, 6, 6, 6, 2, 9, 6, 9])"
0,0,381.0,0.25,0.375,[5 1 8 6 7 5 0 9],"tensor([6, 1, 6, 6, 1, 6, 6, 3])"
0,0,382.0,0.375,0.5,[3 5 8 2 1 0 2 7],"tensor([3, 6, 6, 2, 1, 6, 6, 6])"
0,0,383.0,0.375,0.625,[4 4 5 9 3 7 3 1],"tensor([4, 5, 5, 0, 0, 0, 0, 1])"
0,0,384.0,0.0,0.125,[6 8 0 8 6 6 7 7],"tensor([9, 9, 9, 9, 9, 9, 9, 9])"
0,0,385.0,0.125,0.25,[7 0 4 0 5 3 6 5],"tensor([7, 7, 7, 7, 7, 7, 7, 7])"
0,0,386.0,0.0,0.625,[1 4 4 0 4 9 5 0],"tensor([7, 7, 7, 7, 7, 7, 7, 7])"
0,0,387.0,0.5,1.0,[0 7 1 4 0 2 0 2],"tensor([5, 7, 1, 4, 0, 0, 2, 3])"
0,0,388.0,0.375,0.5,[5 8 6 0 8 1 7 8],"tensor([2, 0, 6, 5, 3, 1, 7, 6])"
0,0,389.0,0.625,0.75,[1 3 8 6 6 2 7 4],"tensor([1, 3, 6, 8, 6, 6, 7, 4])"
0,0,390.0,0.75,0.875,[1 4 5 7 9 9 7 3],"tensor([1, 5, 3, 7, 9, 9, 7, 3])"
0,0,391.0,0.5,0.75,[3 1 3 8 8 2 3 5],"tensor([9, 1, 6, 5, 3, 2, 3, 5])"
0,0,392.0,0.5,0.75,[0 6 3 0 9 5 0 2],"tensor([5, 8, 3, 0, 9, 8, 0, 5])"
0,0,393.0,0.5,0.625,[7 4 5 4 4 9 5 3],"tensor([7, 9, 2, 5, 4, 9, 3, 3])"
0,0,394.0,0.25,0.625,[5 5 2 8 0 3 0 7],"tensor([3, 2, 2, 2, 0, 2, 2, 2])"
0,0,395.0,0.125,0.5,[1 2 6 4 6 0 7 0],"tensor([2, 2, 2, 2, 2, 2, 2, 2])"
0,0,396.0,0.0,0.75,[3 0 0 0 3 3 4 3],"tensor([2, 2, 2, 2, 2, 2, 9, 2])"
0,0,397.0,0.375,0.625,[1 6 2 1 5 5 4 5],"tensor([1, 0, 2, 1, 0, 2, 2, 2])"
0,0,398.0,0.0,0.25,[6 0 9 3 5 6 1 5],"tensor([2, 2, 4, 4, 4, 4, 4, 4])"
0,0,399.0,0.125,0.5,[2 5 2 0 7 3 0 4],"tensor([5, 5, 5, 5, 5, 5, 5, 5])"
0,0,400.0,0.0,0.75,[1 7 1 4 4 3 9 1],"tensor([5, 5, 5, 5, 5, 5, 5, 5])"
0,0,401.0,0.375,0.375,[3 5 8 8 6 2 2 7],"tensor([3, 3, 3, 3, 3, 3, 2, 7])"
0,0,402.0,0.0,0.25,[9 3 3 0 0 8 7 7],"tensor([3, 2, 2, 3, 3, 2, 8, 2])"
0,0,403.0,0.125,0.375,[3 4 7 0 6 0 4 6],"tensor([0, 4, 9, 3, 3, 2, 9, 3])"
0,0,404.0,0.375,0.625,[8 1 2 9 1 4 6 0],"tensor([3, 1, 3, 9, 3, 4, 3, 5])"
0,0,405.0,0.5,0.75,[8 9 3 3 2 5 0 5],"tensor([3, 9, 5, 3, 2, 3, 0, 3])"
0,0,406.0,0.375,0.75,[3 5 0 7 2 2 0 1],"tensor([3, 3, 3, 7, 0, 6, 2, 1])"
0,0,407.0,0.75,0.75,[9 1 7 6 7 6 9 0],"tensor([9, 1, 7, 6, 7, 6, 3, 6])"
0,0,408.0,0.625,0.75,[0 3 2 6 9 1 5 9],"tensor([8, 3, 2, 6, 9, 1, 2, 2])"
0,0,409.0,0.375,0.625,[1 2 3 1 1 6 2 9],"tensor([1, 2, 2, 2, 2, 2, 2, 2])"
0,0,410.0,0.125,0.375,[0 1 4 1 9 3 3 8],"tensor([2, 2, 2, 1, 2, 2, 2, 2])"
0,0,411.0,0.125,0.5,[4 0 9 1 6 5 9 9],"tensor([2, 2, 2, 1, 2, 2, 2, 2])"
0,0,412.0,0.0,0.25,[7 6 5 7 8 4 6 5],"tensor([9, 9, 9, 9, 9, 9, 9, 9])"
0,0,413.0,0.125,0.625,[5 6 8 9 1 0 5 3],"tensor([9, 9, 9, 2, 1, 9, 9, 9])"
0,0,414.0,0.0,0.375,[4 5 0 4 8 5 3 5],"tensor([9, 9, 9, 9, 9, 9, 9, 9])"
0,0,415.0,0.125,0.375,[6 2 5 8 2 8 3 5],"tensor([3, 3, 3, 3, 3, 3, 3, 3])"
0,0,416.0,0.125,0.375,[6 8 9 5 6 4 0 6],"tensor([8, 8, 8, 8, 8, 8, 8, 8])"
0,0,417.0,0.125,0.625,[3 9 8 8 3 1 2 6],"tensor([5, 5, 5, 5, 5, 1, 5, 5])"
0,0,418.0,0.25,0.625,[8 3 3 4 1 0 9 9],"tensor([8, 8, 8, 8, 1, 8, 8, 5])"
0,0,419.0,0.5,0.875,[0 0 5 7 7 4 4 1],"tensor([5, 8, 8, 7, 7, 4, 8, 1])"
0,0,420.0,0.125,0.375,[7 6 3 4 8 2 7 7],"tensor([3, 8, 8, 5, 8, 3, 1, 8])"
0,0,421.0,0.5,1.0,[4 9 0 6 1 3 8 7],"tensor([4, 9, 5, 6, 3, 8, 5, 7])"
0,0,422.0,0.5,0.75,[8 5 1 8 7 3 0 5],"tensor([8, 8, 1, 3, 7, 3, 8, 3])"
0,0,423.0,0.25,0.375,[6 8 9 7 3 3 7 7],"tensor([6, 3, 9, 8, 2, 2, 2, 9])"
0,0,424.0,0.25,0.625,[3 7 1 7 1 7 0 4],"tensor([3, 6, 1, 3, 3, 3, 3, 3])"
0,0,425.0,0.125,0.125,[8 4 3 6 8 7 9 4],"tensor([3, 3, 3, 3, 3, 1, 3, 3])"
0,0,426.0,0.0,0.375,[9 9 5 7 5 7 4 0],"tensor([3, 3, 3, 3, 3, 3, 3, 3])"
0,0,427.0,0.375,0.5,[7 0 1 7 4 1 3 1],"tensor([3, 3, 3, 7, 4, 5, 3, 5])"
0,0,428.0,0.25,0.875,[7 2 1 3 3 4 7 1],"tensor([8, 0, 3, 6, 2, 3, 7, 1])"
0,0,429.0,0.125,0.375,[8 0 9 8 3 1 5 2],"tensor([3, 3, 3, 3, 3, 3, 3, 3])"
0,0,430.0,0.125,0.375,[1 3 7 8 8 9 0 4],"tensor([3, 3, 3, 3, 3, 3, 3, 3])"
0,0,431.0,0.25,0.5,[1 3 4 5 2 8 2 4],"tensor([1, 3, 3, 3, 3, 3, 3, 3])"
0,0,432.0,0.25,0.625,[9 1 6 6 7 1 7 2],"tensor([3, 1, 3, 3, 9, 1, 3, 3])"
0,0,433.0,0.125,0.375,[2 9 8 4 9 1 6 0],"tensor([3, 3, 3, 3, 3, 1, 3, 3])"
0,0,434.0,0.0,0.125,[6 9 6 2 6 7 9 4],"tensor([2, 2, 3, 3, 2, 1, 3, 2])"
0,0,435.0,0.5,0.75,[4 0 2 8 1 5 1 6],"tensor([9, 0, 2, 2, 1, 8, 1, 3])"
0,0,436.0,0.5,0.75,[1 1 9 0 8 4 2 1],"tensor([1, 1, 3, 2, 2, 2, 2, 1])"
0,0,437.0,0.25,0.5,[5 0 8 3 2 2 6 9],"tensor([2, 2, 2, 2, 2, 2, 2, 2])"
0,0,438.0,0.125,0.375,[9 1 0 0 7 5 7 8],"tensor([2, 1, 2, 2, 2, 2, 6, 2])"
0,0,439.0,0.375,0.5,[6 1 8 6 3 7 1 7],"tensor([8, 8, 8, 8, 8, 8, 1, 7])"
0,0,440.0,0.125,0.25,[9 0 0 6 0 6 0 6],"tensor([8, 0, 8, 8, 8, 8, 8, 2])"
0,0,441.0,0.5,0.625,[9 0 3 8 2 7 7 6],"tensor([9, 8, 8, 8, 2, 7, 2, 8])"
0,0,442.0,0.125,0.625,[3 6 4 1 2 4 6 6],"tensor([3, 2, 3, 3, 3, 3, 3, 3])"
